1;RPD;RUT;20.02.2020;ONE;-10;30;-11;250
2;BRKS;RUT;20.02.2020;ONE;-10;30;-11;250
3;CDAY;RUT;20.02.2020;ONE;-10;30;-11;250
4;AMZN;RUT;20.02.2020;ONE;-10;30;-11;250
5;AYX;RUT;20.02.2020;ONE;-10;30;-11;250
6;MODN;RUT;20.02.2020;ONE;-10;30;-11;250
7;GDDY;RUT;20.02.2020;ONE;-10;30;-11;250
8;SPWR;RUT;20.02.2020;ONE;-10;30;-11;250
9;NOW;RUT;20.02.2020;ONE;-10;30;-11;250
10;AB;RUT;20.02.2020;ONE;-10;30;-11;250
11;ACGL;RUT;20.02.2020;ONE;-10;30;-11;250
12;MTH;RUT;20.02.2020;ONE;-10;30;-11;250
13;MDB;RUT;20.02.2020;ONE;-10;30;-11;250
14;FTNT;RUT;20.02.2020;ONE;-10;30;-11;250
15;DISCA;RUT;20.02.2020;ONE;-10;30;-11;250
16;TPX;RUT;20.02.2020;ONE;-10;30;-11;250
17;AMP;RUT;20.02.2020;ONE;-10;30;-11;250
18;SAIA;RUT;20.02.2020;ONE;-10;30;-11;250
19;AMD;RUT;20.02.2020;ONE;-10;30;-11;250
20;BLK;RUT;20.02.2020;ONE;-10;30;-11;250
21;INS;RUT;20.02.2020;ONE;-10;30;-11;250
22;VRTX;RUT;20.02.2020;ONE;-10;30;-11;250
23;CMG;RUT;20.02.2020;ONE;-10;30;-11;250
24;STZ;RUT;20.02.2020;ONE;-10;30;-11;250
25;ZEN;RUT;20.02.2020;ONE;-10;30;-11;250
26;PPL;RUT;20.02.2020;ONE;-10;30;-11;250
27;MCK;RUT;20.02.2020;ONE;-10;30;-11;250
28;AFL;RUT;20.02.2020;ONE;-10;30;-11;250
29;AEL;RUT;20.02.2020;ONE;-10;30;-11;250
30;TDG;RUT;20.02.2020;ONE;-10;30;-11;250
31;BLL;RUT;20.02.2020;ONE;-10;30;-11;250
32;PETS;RUT;20.02.2020;ONE;-10;30;-11;250
33;CDLX;RUT;20.02.2020;ONE;-10;30;-11;250
34;SPSC;RUT;20.02.2020;ONE;-10;30;-11;250
35;CLGX;RUT;20.02.2020;ONE;-10;30;-11;250
36;CRM;RUT;20.02.2020;ONE;-10;30;-11;250
37;CSL;RUT;20.02.2020;ONE;-10;30;-11;250
38;BLUE;RUT;20.02.2020;ONE;-10;30;-11;250
39;ROKU;RUT;20.02.2020;ONE;-10;30;-11;250
40;PCH;RUT;20.02.2020;ONE;-10;30;-11;250
41;FLOW;RUT;20.02.2020;ONE;-10;30;-11;250
42;CSWI;RUT;20.02.2020;ONE;-10;30;-11;250
43;CYTK;RUT;20.02.2020;ONE;-10;30;-11;250
44;BFAM;RUT;20.02.2020;ONE;-10;30;-11;250
45;GGG;RUT;20.02.2020;ONE;-10;30;-11;250
46;V;RUT;20.02.2020;ONE;-10;30;-11;250
47;INFO;RUT;20.02.2020;ONE;-10;30;-11;250
48;NSTG;RUT;20.02.2020;ONE;-10;30;-11;250
49;AON;RUT;20.02.2020;ONE;-10;30;-11;250
50;TAP;RUT;20.02.2020;ONE;-10;30;-11;250
51;SO;RUT;20.02.2020;ONE;-10;30;-11;250
52;ARE;RUT;20.02.2020;ONE;-10;30;-11;250
53;WM;RUT;20.02.2020;ONE;-10;30;-11;250
54;AMN;RUT;20.02.2020;ONE;-10;30;-11;250
55;EQR;RUT;20.02.2020;ONE;-10;30;-11;250
56;NVEC;RUT;20.02.2020;ONE;-10;30;-11;250
57;MSI;RUT;20.02.2020;ONE;-10;30;-11;250
58;AAOI;RUT;20.02.2020;ONE;-10;30;-11;250
59;OHI;RUT;20.02.2020;ONE;-10;30;-11;250
60;OMCL;RUT;20.02.2020;ONE;-10;30;-11;250
61;BKH;RUT;20.02.2020;ONE;-10;30;-11;250
62;MTD;RUT;20.02.2020;ONE;-10;30;-11;250
63;ATKR;RUT;20.02.2020;ONE;-10;30;-11;250
64;EXEL;RUT;20.02.2020;ONE;-10;30;-11;250
65;VCRA;RUT;20.02.2020;ONE;-10;30;-11;250
66;ARNA;RUT;20.02.2020;ONE;-10;30;-11;250
67;MSGN;RUT;20.02.2020;ONE;-10;30;-11;250
68;CNST;RUT;20.02.2020;ONE;-10;30;-11;250
69;APLS;RUT;20.02.2020;ONE;-10;30;-11;250
70;JKHY;RUT;20.02.2020;ONE;-10;30;-11;250
71;CMI;RUT;20.02.2020;ONE;-10;30;-11;250
72;GKOS;RUT;20.02.2020;ONE;-10;30;-11;250
73;LHX;RUT;20.02.2020;ONE;-10;30;-11;250
74;TKR;RUT;20.02.2020;ONE;-10;30;-11;250
75;ANGI;RUT;20.02.2020;ONE;-10;30;-11;250
76;CSII;RUT;20.02.2020;ONE;-10;30;-11;250
77;LMT;RUT;20.02.2020;ONE;-10;30;-11;250
78;IIVI;RUT;20.02.2020;ONE;-10;30;-11;250
79;MKTX;RUT;20.02.2020;ONE;-10;30;-11;250
80;ENS;RUT;20.02.2020;ONE;-10;30;-11;250
81;USFD;RUT;20.02.2020;ONE;-10;30;-11;250
82;STL;RUT;20.02.2020;ONE;-10;30;-11;250
83;TEL;RUT;20.02.2020;ONE;-10;30;-11;250
84;BLFS;RUT;20.02.2020;ONE;-10;30;-11;250
85;PRU;RUT;20.02.2020;ONE;-10;30;-11;250
86;PATK;RUT;20.02.2020;ONE;-10;30;-11;250
87;CCXI;RUT;20.02.2020;ONE;-10;30;-11;250
88;CRL;RUT;20.02.2020;ONE;-10;30;-11;250
89;CARG;RUT;20.02.2020;ONE;-10;30;-11;250
90;VSH;RUT;20.02.2020;ONE;-10;30;-11;250
91;MAS;RUT;20.02.2020;ONE;-10;30;-11;250
92;FHN;RUT;20.02.2020;ONE;-10;30;-11;250
93;IRDM;RUT;20.02.2020;ONE;-10;30;-11;250
94;BSX;RUT;20.02.2020;ONE;-10;30;-11;250
95;ESS;RUT;20.02.2020;ONE;-10;30;-11;250
96;EL;RUT;20.02.2020;ONE;-10;30;-11;250
97;ACCO;RUT;20.02.2020;ONE;-10;30;-11;250
98;ROL;RUT;20.02.2020;ONE;-10;30;-11;250
99;GBX;RUT;20.02.2020;ONE;-10;30;-11;250
100;FNRN;RUT;20.02.2020;ONE;-10;30;-11;250
101;ACLS;RUT;20.02.2020;ONE;-10;30;-11;250
102;WD;RUT;20.02.2020;ONE;-10;30;-11;250
103;KWR;RUT;20.02.2020;ONE;-10;30;-11;250
104;AFG;RUT;20.02.2020;ONE;-10;30;-11;250
105;TMO;RUT;20.02.2020;ONE;-10;30;-11;250
106;JBHT;RUT;20.02.2020;ONE;-10;30;-11;250
107;PH;RUT;20.02.2020;ONE;-10;30;-11;250
108;FMC;RUT;20.02.2020;ONE;-10;30;-11;250
109;CG;RUT;20.02.2020;ONE;-10;30;-11;250
110;TTEK;RUT;20.02.2020;ONE;-10;30;-11;250
111;MCO;RUT;20.02.2020;ONE;-10;30;-11;250
112;FICO;RUT;20.02.2020;ONE;-10;30;-11;250
113;MYGN;RUT;20.02.2020;ONE;-10;30;-11;250
114;YEXT;RUT;20.02.2020;ONE;-10;30;-11;250
115;CBOE;RUT;20.02.2020;ONE;-10;30;-11;250
116;EA;RUT;20.02.2020;ONE;-10;30;-11;250
117;AVGO;RUT;20.02.2020;ONE;-10;30;-11;250
118;YTEN;RUT;20.02.2020;ONE;-10;30;-11;250
119;NCR;RUT;20.02.2020;ONE;-10;30;-11;250
120;CL;RUT;20.02.2020;ONE;-10;30;-11;250
121;PZZA;RUT;20.02.2020;ONE;-10;30;-11;250
122;HUBB;RUT;20.02.2020;ONE;-10;30;-11;250
123;RGNX;RUT;20.02.2020;ONE;-10;30;-11;250
124;RMD;RUT;20.02.2020;ONE;-10;30;-11;250
125;MBUU;RUT;20.02.2020;ONE;-10;30;-11;250
126;TNDM;RUT;20.02.2020;ONE;-10;30;-11;250
127;NEOG;RUT;20.02.2020;ONE;-10;30;-11;250
128;ELF;RUT;20.02.2020;ONE;-10;30;-11;250
129;CRUS;RUT;20.02.2020;ONE;-10;30;-11;250
130;SHW;RUT;20.02.2020;ONE;-10;30;-11;250
131;IPHI;RUT;20.02.2020;ONE;-10;30;-11;250
132;GL;RUT;20.02.2020;ONE;-10;30;-11;250
133;FORM;RUT;20.02.2020;ONE;-10;30;-11;250
134;HAL;RUT;20.02.2020;ONE;-10;30;-11;250
135;LFUS;RUT;20.02.2020;ONE;-10;30;-11;250
136;ATRC;RUT;20.02.2020;ONE;-10;30;-11;250
137;CRNX;RUT;20.02.2020;ONE;-10;30;-11;250
138;MC;RUT;20.02.2020;ONE;-10;30;-11;250
139;EVER;RUT;20.02.2020;ONE;-10;30;-11;250
140;NBIX;RUT;20.02.2020;ONE;-10;30;-11;250
141;AIV;RUT;20.02.2020;ONE;-10;30;-11;250
142;CI;RUT;20.02.2020;ONE;-10;30;-11;250
143;PVAC;RUT;20.02.2020;ONE;-10;30;-11;250
144;ARVN;RUT;20.02.2020;ONE;-10;30;-11;250
145;DHR;RUT;20.02.2020;ONE;-10;30;-11;250
146;TER;RUT;20.02.2020;ONE;-10;30;-11;250
147;JACK;RUT;20.02.2020;ONE;-10;30;-11;250
148;NOC;RUT;20.02.2020;ONE;-10;30;-11;250
149;CABO;RUT;20.02.2020;ONE;-10;30;-11;250
150;MDRX;RUT;20.02.2020;ONE;-10;30;-11;250
151;ICE;RUT;20.02.2020;ONE;-10;30;-11;250
152;ABC;RUT;20.02.2020;ONE;-10;30;-11;250
153;ALNY;RUT;20.02.2020;ONE;-10;30;-11;250
154;SAM;RUT;20.02.2020;ONE;-10;30;-11;250
155;UNF;RUT;20.02.2020;ONE;-10;30;-11;250
156;CCMP;RUT;20.02.2020;ONE;-10;30;-11;250
157;MTBC;RUT;20.02.2020;ONE;-10;30;-11;250
158;PYPL;RUT;20.02.2020;ONE;-10;30;-11;250
159;GLUU;RUT;20.02.2020;ONE;-10;30;-11;250
160;TWST;RUT;20.02.2020;ONE;-10;30;-11;250
161;DLB;RUT;20.02.2020;ONE;-10;30;-11;250
162;HLIT;RUT;20.02.2020;ONE;-10;30;-11;250
163;USNA;RUT;20.02.2020;ONE;-10;30;-11;250
164;AXP;RUT;20.02.2020;ONE;-10;30;-11;250
165;SNA;RUT;20.02.2020;ONE;-10;30;-11;250
166;DSPG;RUT;20.02.2020;ONE;-10;30;-11;250
167;SWK;RUT;20.02.2020;ONE;-10;30;-11;250
168;CACI;RUT;20.02.2020;ONE;-10;30;-11;250
169;ENTG;RUT;20.02.2020;ONE;-10;30;-11;250
170;DECK;RUT;20.02.2020;ONE;-10;30;-11;250
171;RGS;RUT;20.02.2020;ONE;-10;30;-11;250
172;POWI;RUT;20.02.2020;ONE;-10;30;-11;250
173;DAL;RUT;20.02.2020;ONE;-10;30;-11;250
174;HCA;RUT;20.02.2020;ONE;-10;30;-11;250
175;AMPH;RUT;20.02.2020;ONE;-10;30;-11;250
176;CERN;RUT;20.02.2020;ONE;-10;30;-11;250
177;GRWG;RUT;20.02.2020;ONE;-10;30;-11;250
178;VAC;RUT;20.02.2020;ONE;-10;30;-11;250
179;ARDX;RUT;20.02.2020;ONE;-10;30;-11;250
180;CHTR;RUT;20.02.2020;ONE;-10;30;-11;250
181;BOH;RUT;20.02.2020;ONE;-10;30;-11;250
182;IDXX;RUT;20.02.2020;ONE;-10;30;-11;250
183;RXN;RUT;20.02.2020;ONE;-10;30;-11;250
184;HLI;RUT;20.02.2020;ONE;-10;30;-11;250
185;CW;RUT;20.02.2020;ONE;-10;30;-11;250
186;RCL;RUT;20.02.2020;ONE;-10;30;-11;250
187;LSTR;RUT;20.02.2020;ONE;-10;30;-11;250
188;SNBR;RUT;20.02.2020;ONE;-10;30;-11;250
189;RUN;RUT;20.02.2020;ONE;-10;30;-11;250
190;OSIS;RUT;20.02.2020;ONE;-10;30;-11;250
191;PFPT;RUT;20.02.2020;ONE;-10;30;-11;250
192;FIVN;RUT;20.02.2020;ONE;-10;30;-11;250
193;MPWR;RUT;20.02.2020;ONE;-10;30;-11;250
194;CPT;RUT;20.02.2020;ONE;-10;30;-11;250
195;EBAY;RUT;20.02.2020;ONE;-10;30;-11;250
196;ACN;RUT;20.02.2020;ONE;-10;30;-11;250
197;NVR;RUT;20.02.2020;ONE;-10;30;-11;250
198;HES;RUT;20.02.2020;ONE;-10;30;-11;250
199;VRSK;RUT;20.02.2020;ONE;-10;30;-11;250
200;OSK;RUT;20.02.2020;ONE;-10;30;-11;250
201;KMB;RUT;20.02.2020;ONE;-10;30;-11;250
202;ISRG;RUT;20.02.2020;ONE;-10;30;-11;250
203;TSLA;RUT;20.02.2020;ONE;-10;30;-11;250
204;APPF;RUT;20.02.2020;ONE;-10;30;-11;250
205;LOGI;RUT;20.02.2020;ONE;-10;30;-11;250
206;DEA;RUT;20.02.2020;ONE;-10;30;-11;250
207;PLAN;RUT;20.02.2020;ONE;-10;30;-11;250
208;ILMN;RUT;20.02.2020;ONE;-10;30;-11;250
209;TTD;RUT;20.02.2020;ONE;-10;30;-11;250
210;WEC;RUT;20.02.2020;ONE;-10;30;-11;250
211;GWPH;RUT;20.02.2020;ONE;-10;30;-11;250
212;TBK;RUT;20.02.2020;ONE;-10;30;-11;250
213;KMX;RUT;20.02.2020;ONE;-10;30;-11;250
214;PEGA;RUT;20.02.2020;ONE;-10;30;-11;250
215;MAN;RUT;20.02.2020;ONE;-10;30;-11;250
216;RMBS;RUT;20.02.2020;ONE;-10;30;-11;250
217;EXP;RUT;20.02.2020;ONE;-10;30;-11;250
218;PNR;RUT;20.02.2020;ONE;-10;30;-11;250
219;BURL;RUT;20.02.2020;ONE;-10;30;-11;250
220;NTCT;RUT;20.02.2020;ONE;-10;30;-11;250
221;TTGT;RUT;20.02.2020;ONE;-10;30;-11;250
222;HOLX;RUT;20.02.2020;ONE;-10;30;-11;250
223;TNC;RUT;20.02.2020;ONE;-10;30;-11;250
224;HIG;RUT;20.02.2020;ONE;-10;30;-11;250
225;SABR;RUT;20.02.2020;ONE;-10;30;-11;250
226;FIXX;RUT;20.02.2020;ONE;-10;30;-11;250
227;BDX;RUT;20.02.2020;ONE;-10;30;-11;250
228;FFIV;RUT;20.02.2020;ONE;-10;30;-11;250
229;F;RUT;20.02.2020;ONE;-10;30;-11;250
230;BXP;RUT;20.02.2020;ONE;-10;30;-11;250
231;WY;RUT;20.02.2020;ONE;-10;30;-11;250
232;DRNA;RUT;20.02.2020;ONE;-10;30;-11;250
233;BDSI;RUT;20.02.2020;ONE;-10;30;-11;250
234;NTEC;RUT;20.02.2020;ONE;-10;30;-11;250
235;GRUB;RUT;20.02.2020;ONE;-10;30;-11;250
236;EVBG;RUT;20.02.2020;ONE;-10;30;-11;250
237;W;RUT;20.02.2020;ONE;-10;30;-11;250
238;EVOP;RUT;20.02.2020;ONE;-10;30;-11;250
239;IAC;RUT;20.02.2020;ONE;-10;30;-11;250
240;NTRA;RUT;20.02.2020;ONE;-10;30;-11;250
241;BAH;RUT;20.02.2020;ONE;-10;30;-11;250
242;STRA;RUT;20.02.2020;ONE;-10;30;-11;250
243;ADI;RUT;20.02.2020;ONE;-10;30;-11;250
244;FSBW;RUT;20.02.2020;ONE;-10;30;-11;250
245;AOS;RUT;20.02.2020;ONE;-10;30;-11;250
246;FLEX;RUT;20.02.2020;ONE;-10;30;-11;250
247;JNJ;RUT;20.02.2020;ONE;-10;30;-11;250
248;LRCX;RUT;20.02.2020;ONE;-10;30;-11;250
249;NSC;RUT;20.02.2020;ONE;-10;30;-11;250
250;FDS;RUT;20.02.2020;ONE;-10;30;-11;250
251;FATE;RUT;20.02.2020;ONE;-10;30;-11;250
252;UMPQ;RUT;20.02.2020;ONE;-10;30;-11;250
253;KO;RUT;20.02.2020;ONE;-10;30;-11;250
254;MMM;RUT;20.02.2020;ONE;-10;30;-11;250
255;QTWO;RUT;20.02.2020;ONE;-10;30;-11;250
256;SMAR;RUT;20.02.2020;ONE;-10;30;-11;250
257;TWO;RUT;20.02.2020;ONE;-10;30;-11;250
258;GPMT;RUT;20.02.2020;ONE;-10;30;-11;250
259;PRGS;RUT;20.02.2020;ONE;-10;30;-11;250
260;QURE;RUT;20.02.2020;ONE;-10;30;-11;250
261;ENVA;RUT;20.02.2020;ONE;-10;30;-11;250
262;RJF;RUT;20.02.2020;ONE;-10;30;-11;250
263;TSBK;RUT;20.02.2020;ONE;-10;30;-11;250
264;ABT;RUT;20.02.2020;ONE;-10;30;-11;250
265;WAL;RUT;20.02.2020;ONE;-10;30;-11;250
266;MLHR;RUT;20.02.2020;ONE;-10;30;-11;250
267;AZPN;RUT;20.02.2020;ONE;-10;30;-11;250
268;INMB;RUT;20.02.2020;ONE;-10;30;-11;250
269;FLMN;RUT;20.02.2020;ONE;-10;30;-11;250
270;SWKS;RUT;20.02.2020;ONE;-10;30;-11;250
271;KRP;RUT;20.02.2020;ONE;-10;30;-11;250
272;VYGR;RUT;20.02.2020;ONE;-10;30;-11;250
273;CBSH;RUT;20.02.2020;ONE;-10;30;-11;250
274;KBH;RUT;20.02.2020;ONE;-10;30;-11;250
275;RDFN;RUT;20.02.2020;ONE;-10;30;-11;250
276;HZO;RUT;20.02.2020;ONE;-10;30;-11;250
277;CTXS;RUT;20.02.2020;ONE;-10;30;-11;250
278;PG;RUT;20.02.2020;ONE;-10;30;-11;250
279;BE;RUT;20.02.2020;ONE;-10;30;-11;250
280;HPE;RUT;20.02.2020;ONE;-10;30;-11;250
281;MA;RUT;20.02.2020;ONE;-10;30;-11;250
282;PLMR;RUT;20.02.2020;ONE;-10;30;-11;250
283;ZION;RUT;20.02.2020;ONE;-10;30;-11;250
284;IRWD;RUT;20.02.2020;ONE;-10;30;-11;250
285;NCBS;RUT;20.02.2020;ONE;-10;30;-11;250
286;RESN;RUT;20.02.2020;ONE;-10;30;-11;250
287;SIEB;RUT;20.02.2020;ONE;-10;30;-11;250
288;EPZM;RUT;20.02.2020;ONE;-10;30;-11;250
289;CC;RUT;20.02.2020;ONE;-10;30;-11;250
290;MRAM;RUT;20.02.2020;ONE;-10;30;-11;250
291;JPM;RUT;20.02.2020;ONE;-10;30;-11;250
292;RMNI;RUT;20.02.2020;ONE;-10;30;-11;250
293;CTBI;RUT;20.02.2020;ONE;-10;30;-11;250
294;PLXS;RUT;20.02.2020;ONE;-10;30;-11;250
295;ZS;RUT;20.02.2020;ONE;-10;30;-11;250
296;EYE;RUT;20.02.2020;ONE;-10;30;-11;250
297;KSU;RUT;20.02.2020;ONE;-10;30;-11;250
298;KALU;RUT;20.02.2020;ONE;-10;30;-11;250
299;EHTH;RUT;20.02.2020;ONE;-10;30;-11;250
300;OUT;RUT;20.02.2020;ONE;-10;30;-11;250
301;COF;RUT;20.02.2020;ONE;-10;30;-11;250
302;ENV;RUT;20.02.2020;ONE;-10;30;-11;250
303;CHGG;RUT;20.02.2020;ONE;-10;30;-11;250
304;WDC;RUT;20.02.2020;ONE;-10;30;-11;250
305;ARWR;RUT;20.02.2020;ONE;-10;30;-11;250
306;WDFC;RUT;20.02.2020;ONE;-10;30;-11;250
307;HQY;RUT;20.02.2020;ONE;-10;30;-11;250
308;SITE;RUT;20.02.2020;ONE;-10;30;-11;250
309;STAA;RUT;20.02.2020;ONE;-10;30;-11;250
310;TWLO;RUT;20.02.2020;ONE;-10;30;-11;250
311;PANW;RUT;20.02.2020;ONE;-10;30;-11;250
312;QCOM;RUT;20.02.2020;Other;-10;30;-11;250
